nom;categorie;description;image;fichier_source
Restaurant Domaine La Gentilhommière;Restauration et gastronomie;Venez savourer  à l’année au sein de notre établissement labellisé Maître restaurateur depuis 2014, une cuisine bourgeoise traditionnelle dans un cadre verdoyant à partir de 20 couverts. Sur réservation.;;0/0a/13-0a8f5b11-549f-3328-967e-249fd99ef542.json
Chambres d'Hôtes Les Pierres Folles;Autres points d'intérêt;Au cœur de Rozier-en-Donzy, un ancien village de tisserands situé entre Forez et Lyonnais, découvrez 3 confortables chambres d'hôtes avec une entrée indépendante, qui se trouvent à l'étage d'une bâtisse entièrement rénovée.;;0/0a/13-0a93cd1f-beb4-3dc6-9530-52c91c8a42d6.json
Pêche aux étangs de Passins;Sports et activités outdoor;Situé dans l’Espace Naturel Sensible (ENS) de la Save, le site correspond à une succession de petits étangs entourés de boisements et prairies. Lors des belles journées, le site offre même une vue sur le Mont Blanc.;;0/0a/13-0a96c70f-89a6-372c-a827-8b05b291795d.json
Balade - Autour de Napt;Autres points d'intérêt;Connaissez-vous la différence entre la libellule et la demoiselle ? Non ? C'est au marais de Napt que vous trouverez la réponse. Profitez-en pour suivre le sentier balisé au détour duquel vous surplomberez la rivière d'Ain.;;0/0a/13-0a983fa7-3815-3ecc-bdfe-37c103e84926.json
Soirée concert de Meg;Spectacles et événements;"Soirée Concert de Meg proposé par la municipalité.
Plus d'informations à venir.";;0/0a/13-0a9862e8-9037-33a3-b025-7b61e08e716e.json
Sources du Dôme et du Lys;Autres points d'intérêt;C'est à partir de ces sources que sont préparées les boues riches en algues bleues, utilisées en rhumatologie et pour les maladies de l'appareil digestif, dans les établissements thermaux de Vichy.;;0/0a/13-0a9b1804-70ce-356d-84a6-eb4451251453.json
Terrain d'atterrissage du plan d'eau;Nature et détente;A_GENERER_VIA_IA;;0/0a/13-0a9b5c22-a1c3-3f95-843c-5142920f3717.json
Parcours de santé;Nature et détente;"Promenade le long du torrent Le Borne accessible à tous et aménagé pour les poussettes au départ du cimetière ou du centre technique municipal.
Sur une longueur de 1 500 m, présence de quelques agrès de parcours de santé.";;0/0a/13-0a9bac93-be01-3141-b2fc-86b790d19638.json
Rêves étoilés;Autres points d'intérêt;Partez à la découverte de l'univers et de ses secrets;;0/0a/13-0a9c35ef-905b-37bc-99b2-4b98cdf057b3.json
Camping Le Clos Don Jean;Hébergement;"Dans un cadre de verdure, au pied du Château de Menthon-St-Bernard, venez découvrir le camping ""le Clos Don Jean"". Il se situe à 800 m du Lac et à 5mn du village à pied.";;0/0a/13-0a9d3d00-161e-3dc7-ad35-98d4c97f374b.json
L'As du Kebab;Autres points d'intérêt;Restaurant qui vous propose un service de restauration rapide sur place et à emporter. Kebab, sandwich, burgers, tacos, etc.;;0/0a/13-0a9d3d26-3df9-324f-9d3d-a3c96104dc06.json
Gare de L'Utopie;Services et activités encadrées;"La gare de l'utopie est un lieu de rencontre et d'échange.
Toute l'année elle accueil des expositions de photos, de dessins, d'art plastique.
Entre octobre et juin vous pouvez assister à des conférences débats.
Ouverte que lors des expos.";;0/0a/13-0a9ddc0a-6899-37bd-918d-0acd09289f8e.json
Fontaines Pétrifiantes de Saint-Nectaire;Autres points d'intérêt;Les sources volcaniques qui jaillissent du centre de la terre donnent naissance à un artisanat unique au monde : la pétrification. Passez un moment hors du temps dans la grotte, les galeries, les ateliers de fabrication et la Fontaine Pétrifiante;;0/0a/13-0a9f2984-1e6e-3d9d-b215-30d1bb0e07de.json
Centre de Congrès Polydome;Autres points d'intérêt;Le Polydome, situé dans le centre de Clermont-Ferrand, est un centre des congrès moderne et polyvalent, idéal pour accueillir toutes typologies d’événements (réunions, séminaires, congrès, salons, soirées de gala, conférences, road-show). ​;;0/0a/13-0aa0a2cc-4341-3324-81cc-aa234422f05a.json
Guilaine Parraud - Au pied des Alpes;Autres points d'intérêt;"La réflexologie plantaire est une technique de toucher à la fois douce et naturelle qui favorise la capacité d'autoguérision de l'organisme

Le massage Amma assis est un enchaînement précis de techniques qui soulage les tensions et détend le corps.";;0/0a/13-0aa1347f-3e04-3394-972f-0009ba43a047.json
VERTICAL’ ART;Shopping et artisanat;La salle de bloc Vertical’Art vous accueillera tous les jours à Saint-Martin-D’Hérès dans un grand espace de 1700m², aux profils et niveaux variés et renouvelés chaque mois.;;0/0a/13-0aa2115a-033d-3b2d-981a-99881cc82817.json
Le Col de la Loge des Gardes;Nature et détente;Cinq cols sont répertoriés dans le département de l'Allier. La Montagne Bourbonnaise est le territoire le plus élevé du département. Et très logiquement, c'est dans cette zone de moyenne montagne que les principaux cols sont situés. On en dénombre quatre.;;0/0a/13-0aa30e17-96fe-3383-b528-59cc9016da8e.json
Ciné Lumière;Autres points d'intérêt;"Le Ciné Lumière est un cinéma de 3 salles classées Art et Essai pour un total de 434 fauteuils.
Elles sont équipées en projecteur numérique 2K et Son Dolby 7.1.
Projection numérique - films en vost - soirées débats/rencontres/avant-premières...";;0/0a/13-0aa467df-0f39-378e-b0d3-7b5f434113f9.json
Médiathèque;Culture et patrimoine;L’adhésion est gratuite pour les habitants de la commune et des communes avoisinantes ainsi que pour les vacanciers sur présentation d’une pièce d’identité.;;0/0a/13-0aa4ec56-88f8-38b7-a7f1-114ab49cb1f1.json
Forma Fit;Autres points d'intérêt;Envie de faire un peu sport dans un espace convivial et décontracté ? Essayez Forma Fit. Cet espace de remise en forme dispose de nombreux appareils pour le renforcement musculaire et le cardio training.;;0/0a/13-0aa842ce-4f67-39ba-aa32-63ce0c3dbe95.json
MuPop : Exposition temporaire Golf Drouot Acte II (1968-1981);Culture et patrimoine;Le MUPOP met en avant ce lieu de référence comme un héritage incontournable pour comprendre l’évolution du rock en France. Cette exposition souhaite rendre hommage à ces années de créativité effervescente, à ces soirées mémorables et à tous les artistes !;;0/0a/13-0aa92b07-45d9-32d8-aaf4-9558affa56a9.json
Circuit moto vers le Mont Gerbier de Jonc;Nature et détente;Circuit moto en direction du Mont Gerbier de Jonc culminant à 1 551 mètres d'altitude. C'est un site très apprécié en Ardèche de part sa forme particulière et son extraordinaire richesse naturelle.;;0/0a/13-0aa961bc-f007-3b94-bdbb-6708e40d4d4b.json
Plage de la Siauve;Nature et détente;Logée au creux du lac de Bort-les-Orgues, la plage de la Siauve est calme et paisible, vous y trouverez des tables de pique nique ainsi qu'une aire de jeux pour enfants.;;0/0a/13-0aae1fb3-bb83-3cc4-8642-47391f5c873a.json
Patinoire;Autres points d'intérêt;Créée pour les JO de 1992, la patinoire de 30 x 60 m est l’une des plus grandes de la région. Après une journée au grand air, découvrez les plaisirs de la glisse, patins aux pieds!;;0/0a/13-0aafdb3a-540d-3eb4-9cea-b36ae4aa8f62.json
Hôtel L'Escale;Hébergement;L'hôtel est accessible en télécabine à Super-Châtel, de 9h à 17h uniquement;;0/0a/13-0ab1adf1-61d2-3b4a-8bb1-83d3ff98d59d.json
Rivière la Rhue (site de pêche);Sports et activités outdoor;"1ère catégorie
Largeur : 8 à 20 m 			
Maille de la truite : 23 cm";;0/0a/13-0ab4fcc9-3d12-3bc4-b9c8-3c9d4b58f803.json
Grand établissement thermal;Autres points d'intérêt;Ce monument emblématique de la Reine des Villes d’eaux, inauguré en 1903, a été conçu par les architectes Charles Le Cœur et Lucien Woog.;;0/0a/13-0ab634c3-31e0-3304-841d-a7a0858a85f8.json
Camping le Coin Charmant;Hébergement;Le Coin Charmant, camping 3 *, est situé dans un cadre naturel et préservé, en bord de rivière, au coeur des sites touristiques de l'Ardèche méridionale. Baignades en rivière ou farniente au bord de la piscine, animations l'été. Accès direct à la rivière.;;0/0a/13-0ab874f3-b976-3d4a-a053-cdf8fe76a731.json
Hôtel Le Belvédère;Hébergement;L’Hôtel Le Belvédère***, établissement authentique, avec son intérieur rustique , vous accueille lors de la saison thermale, de début Mai à fin octobre.;;0/0a/13-0ab8d0bd-b5b8-38f4-87d5-9926136f863e.json
Brasserie le 6/20;Restauration et gastronomie;Fraichement rénové et travaillant avec des produits frais et dans la tradition Fait Maison, le 6/20 est un concept où vous pourrez boire un verre mais également vous restaurer sur place ou à l’emporter.;;0/0a/13-0ab9c768-cd1d-326d-a270-9c3e6bd73e6d.json
Theizé;Autres points d'intérêt;Juché sur les flancs du mont Bansillon, le village de Theizé semble cristalliser la lumière au milieu de l'écrin des vignes composant un paysage à l'italienne.;;0/0a/13-0abb5b00-7a9f-331c-98ed-69a8903b5417.json
Vestiges d'une Tour du Rempart du XVè s;Autres points d'intérêt;"Au nord de la ville, à cet endroit la Porte du Clocher jouxtait la tour d’Ally (actuel clocher de l’église).
.";;0/0a/13-0abcb73b-525c-3e11-b606-35d5c94c9463.json
Festival Bach en Combrailles - Concert de clôture, Ensemble Akadêmia;Spectacles et événements;Au pied de l'orgue de Pontaumur, une rencontre audacieuse et profonde entre deux chemins de croix, celui - littéraire - de Jean-Pierre Siméon et celui - musical - de Schütz et de Bach réunis avec subtilité par Françoise Lasserre.;;0/0a/13-0abd7514-8e08-30ff-a122-89acd64a45e4.json
Aloth.S-G Traiteur - La Nizière;Autres points d'intérêt;Découvrez le Snack de la Nizière, au cœur de la Dombes, petit paradis nature. Repris cette saison par Stéphane Aloth, traiteur.  Savourez une cuisine simple et déguster une friture ou une andouillette dans un cadre chaleureux, les pieds dans l'eau.;;0/0a/13-0abeb2e2-0962-3952-a1fa-f793b42f2eb7.json
Mobilboard Beaujolais;Autres points d'intérêt;"Explorez le Beaujolais en gyropode Segway ! 
Découvrez le plaisir d'une balade en gyropode Segway et suivez nos guides passionnants et passionnés à travers les vignes du Beaujolais sur des circuits conçus pour tous. Facile, ludique et original !";;0/0a/13-0ac22ace-e19b-3a21-a6fc-5e0bd4a66ee7.json
Hôtel Ibis Clermont-fd sud - carrefour Herbet;Hébergement;Hôtel situé au sud de Clermont-Ferrand à 2,74 km du centre ville.;;0/0a/13-0ac2b7b2-450e-3974-b657-5ae07aa2671a.json
Bar Boris Bistro;Restauration et gastronomie;Bar dansant dans une ambiance conviviale et decontractée .Le tout sur des sons années 70,80,90 .;;0/0a/13-0ac312c2-37d8-35e6-802f-64ee648b552d.json
Patrimoine rural de la Sologne bourbonnaise - Exposition;Culture et patrimoine;Visite libre avec panneaux explicatifs sur rendez-vous. L'association des Amis du patrimoine rural de Sologne Bourbonnaise assure la sauvegarde et l'entretien des collections de l'ancien musée rural de Beaulon.;;0/0a/13-0ac435fa-472a-3bb3-835c-30967499e2df.json
Itinéraire raquette du plateau du Prarion (La Charme);Autres points d'intérêt;Panorama exceptionnel à 360°!;;0/0a/13-0ac67478-6ed7-36e2-95e2-216b56c61b5a.json
Le Kiosque de la Prairie;Autres points d'intérêt;"Vente à emporter ou sur place en terrasse.
Cuisine de produits locaux.";;0/0a/13-0ac7879d-b0fb-34ea-a4cd-e964a50a8e14.json
Rando-Canoë n° 2 Jenzat à Ébreuil;Autres points d'intérêt;Entre Jenzat et Ébreuil, accompagnez la Sioule, via les gorges de Rouzat : aller à pied et retour en canoë. Une formule originale et deux jours de rêve au fil de la Sioule, pour découvrir un patrimoine d’exception, châteaux, viaduc et monde aquatique !;;0/0a/13-0acb2301-a868-31e6-a6ba-402d96cbc522.json
Les Gnolus - Panique à l'alambic !;Autres points d'intérêt;Découvrez les Monts du Lyonnais à travers une expérience ludique et gratuite de géocaching ! Partez à la chasse de Graâl spécialiste de l'histoire et des monuments. Lui et les autres Gnolus vous feront découvrir l'histoire du lieu.;;0/0a/13-0acc9f89-6d57-3a4c-b51b-499516ca86c2.json
L' Embuscade;Autres points d'intérêt;"L' Embuscade, nouveau restaurant, bar à vin et afterwork à Vaulx-Milieu.
Venez déguster une cuisine Maison du Lundi au Vendredi Midi ainsi que le Jeudi et Vendredi Soir.
Produits Frais, Viande Locale, Circuit Court, tout est fait pour ravir vos papilles!";;0/0a/13-0ace9e26-6202-3fd4-9d7f-c555cc26b200.json
La Clé des Champs;Autres points d'intérêt;Camping calme, traversé par une rivière, ambiance familiale sympa : 3 toboggans aquatiques, piscine/pataugeoire chauffée/couverte. Accueil groupe 1/2 pension ou gestion libre. Espace bien-être et location de salle équipée pour cuisiner !;;0/0a/13-0ad0028c-91fd-3bd1-92a5-fbad22e61ac6.json
Restaurant Le Relais Valcastel;Restauration et gastronomie;Brasserie située au bord de l’eau avec une vue imprenable sur le Château de Val. Le Relais Valcastel et toute son équipe vous proposent une carte variée et qualitative.;;0/0a/13-0ad34008-eb83-31e6-8f9c-bce114e266d2.json
Bibliothèque;Culture et patrimoine;Bibliothèque municipale.;;0/0a/13-0ad4123f-8840-39f6-b52d-e47604b923fd.json
Etablissement thermal du Mont-Dore;Autres points d'intérêt;Découverte d'un bâtiment classé en partie monument historique. Édifié entre 1817 et 1823 sur l'emplacement même des thermes romains, l'architecture du bâtiment est de style néo-byzantin.;;0/0a/13-0ad4ea89-7c39-3f5a-a03f-b9e15352c4ad.json
AéroSAT - Ecole de Parapente;Autres points d'intérêt;"Avec AéroSAT - Sports Aériens du Trièves Vercors, découvrez la montagne vue du ciel en parapente, avec des sites magnifiques et une topographie adaptée, en parfaite sécurité avec un moniteur.
Vols découverte biplace et enseignement,";;0/0a/13-0ad6abf7-6607-3077-8256-12c54cd89607.json
Vertic'o;Autres points d'intérêt;Découvrez le canyoning proche de Grenoble avec Vertic’O ou enrichissez votre pratique le temps d’une après-midi ou d’une journée entière, que vous soyez seul, entre amis ou en famille.;;0/0a/13-0adaacd4-80ad-39c7-a5e0-cd32dc836765.json
Site de pêche - Lacustra Étang de La Ramade;Sports et activités outdoor;"Plan d’eau de 83 hectares d’une grande richesse piscicole (Brochets / Carpes / Perches / poissons blancs)
Dans un cadre naturel préservé et limité en nombre de pratiquants";;0/0a/13-0adaf03e-137c-3438-b01c-874e7e6987f8.json
Taxi Torrent;Services et activités encadrées;Taxi 24h/24, 7j/7.;;0/0a/13-0ae0e9cf-bf08-3a46-acd8-975e79039538.json
Le Monal;Autres points d'intérêt;Depuis 1888 et 6 générations, Le Monal vous propose une carte gourmande au gré des saisons dans une atmosphère chaleureuse. Retrouvez également le bar à vins avec une très belle sélection. Un lieu unique pour se retrouver et partager un moment convivial.;;0/0a/13-0ae1dec5-a8d1-3ba8-8141-e065703d7acc.json
Le Rochambeau;Autres points d'intérêt;Location meublé 4 étoiles, idéale pour curistes avec parking privatif.;;0/0a/13-0ae4a17f-7e8d-3e38-9cb0-e642ded57d7b.json
Aventure Géocaching à la Montagne d'Âge;Nature et détente;Amateurs de randonnée et d'activités en plein air, venez découvrir le Géocaching à la Montagne d'Âge ! Guidés par un livret pédagogique et munis d'un smartphone, partez en famille ou entre amis à la recherche de trésors appelés géocaches.;;0/0a/13-0ae92042-9946-345e-96b6-42f5868bbbc8.json
Bibliothèque de Saint-Jean-de-Thurigneux;Culture et patrimoine;La bibliothèque municipale est animée par une équipe de bénévoles, et est rattachée au réseau des bibliothèques de la communauté de communes Dombes Saone Vallée.;;0/0a/13-0aea2983-6991-3f11-94ba-2b3f047c7278.json
Pizzas Le Coin Gourmand;Autres points d'intérêt;"Pizzas 33 cm avec une pâte ""maison"", des paninis et des burgers ""maison"" avec des pains fabriqués en boulangerie, du vin et des boissons à consommer sur place ou à emporter. 
Un distributeur de nos pizzas est également disponible 7j/7j et 24h/24h.";;0/0a/13-0aebd333-c62a-312e-94c4-09cf579c9f74.json
Viaduc d'Arquejols | Rauret;Autres points d'intérêt;Construite en 1902, la ligne de chemin de fer reliant Le Puy à Langogne est fermée à la circulation dans les années 1980. Pour que ce patrimoine ferroviaire perdure, des passionnés vont créer un vélorail dont le point de départ est la gare de Pradelles.;;0/0a/13-0aec1b6b-f3c8-3b47-adcb-fe07fd51ecdf.json
Camping Les Marins;Hébergement;Camping de 2 ha situé en bordure du plan d'eau à moins d'1 km du bourg de Lapeyrouse. Baignade au sein du camping avec piscine privative, plages aménagées à deux pas. Emplacements spacieux, location de chalets bois, mobile-homes et lodges.;;0/0a/13-0aecdc85-8525-33f2-b476-a74ab50bece4.json
